,_id,cnpj basico,cnpj ordem,cnpj dv,identificador matriz/filial,nome fantasia,situacao cadastral,data situacao cadastral,motivo situacao cadastral,data de inicio atividade,cnae fiscal principal,tipo de logradouro,logradouro,numero,complemento,bairro,cep,uf,municipio,ddd 1,telefone 1,ddd do fax,fax,correio eletronico,cnae fiscal secundária,pais,ddd 2,telefone 2,nome da cidade no exterior
1513,61cafd35f2fe865679f4a5af,3098246,1,36,1,WM INFORMATICA-ME,1,1999-03-24,11,1999-03-24,6209100,RUA,ILDA RODRIGUES DIAS,287,,NOVA PIRAPORA,39270000,MG,5023,,,,,,,,,,
1514,61cafd35f2fe865679f4b208,40578130,1,20,1,FRIGORIFICO MANE,1,1991-09-20,11,1991-09-20,4722901,RUA,GILBERTO MALTEZ,546,TERREO,NORD DE AMARALINA,41905450,BA,3849,,,,,,,,,,
1515,61cafd35f2fe865679f4b2c8,3102789,1,80,1,MEGAHERTZ TRAINING,1,1999-04-21,34,1999-04-21,8599603,RUA,20 DE SETEMBRO,1150,,CENTRO,92500000,RS,8685,,,,,,,,,,
1516,61cafd35f2fe865679f4b6ac,3104164,1,57,1,,1,1999-04-13,11,1999-04-13,6190601,,LEOPOLDO GORGES,187,FUNDOS,ASILO,89036540,SC,8047,,,,,,,,,,
1517,61cafd35f2fe865679f4b7f7,3104595,1,13,1,DEFAGRO,1,1999-04-22,16,1999-04-22,4683400,RUA,ANTONIO OTAVIANO DOURADO,202,,CENTRO/SEDE,44900000,BA,3593,,,,,,,,,,
1518,61cafd35f2fe865679f4b95b,3105074,1,80,1,,1,1999-01-15,11,1999-01-15,8112500,AVENIDA,FAGUNDES FILHO,344,,V. MONTE ALEGRE,04304000,SP,7107,,,,,,,,,,
1519,61cafd35f2fe865679f4b9d9,40604993,1,25,1,,1,1991-11-01,16,1991-11-01,5611203,RUA,2 DE FEVEREIRO,SN,,LAURO DE FREITAS,42700130,BA,3685,,,,,,,,,,
1520,61cafd35f2fe865679f4bbad,3105874,1,0,1,JUNIOR REPRESENTACOES,1,1999-03-05,16,1999-03-05,4619200,CONJUNTO,JOSE TENORIO,06,BLOCO 06  APT 01,SERRARIA,57010000,AL,2785,,,,,,,,,,
1521,61cafd35f2fe865679f4c0df,3107723,1,82,1,MERCOSUL REFRATARIOS,1,1999-04-20,11,1999-04-20,2399199,AVENIDA,MARGINAL MANOEL PAVAN,1206,,ZONA INDUSTRIAL,14165428,SP,7135,16.0,6458345.0,,,,3292201,,,,
1522,61cafd35f2fe865679f4c548,78004868,1,57,1,,1,1979-06-07,11,1979-06-07,8888888,RODOVIA,DO XISTO,SN,KM 6,JARDIM ALVORADA,83702055,PR,7435,,,,,,,,,,
1523,61cafd35f2fe865679f4c743,1480523,1,45,1,,1,1996-10-08,11,1996-10-08,4774100,RUA,VOLUNTARIOS DA PATRIA,2189,,SANTANA,02011500,SP,7107,,,,,,,,,,
1524,61cafd35f2fe865679f4cc61,40790826,1,16,1,,1,1992-08-06,16,1992-08-06,8888888,AVENIDA,BERNARDO VIEIRA,2916,,ALECRIM,59051005,RN,1761,,,,,,,,,,
1525,61cafd35f2fe865679f4d13b,78053576,1,4,1,BAZAR IVANI,1,1971-08-12,16,1971-08-12,4713004,PRACA,PADRE ESTEVAO SZULCK,S N,,,84900000,PR,7589,,,,,,,,,,
1526,61cafd35f2fe865679f4d34c,7072716,1,43,1,,1,2004-10-05,11,2004-10-05,8299799,RUA,DIONISIO LORANDI,88,,CRUZEIRO,95074490,RS,8599,54.0,2195174.0,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
1527,61cafd35f2fe865679f4d3c7,3115201,1,22,1,,1,1987-04-24,11,1987-04-24,1091101,AVENIDA,TENENTE CORONEL DUARTE,110,,CENTRO,78015285,MT,9067,,,,,,,,,,
1528,61cafd35f2fe865679f4d7e0,3116824,1,10,1,MORAIS CARTOES TELEFONICOS,1,1999-04-27,16,1999-04-27,4789099,QUADRA,08 LOTE,10,SETOR OESTE COMERCIAL,GAMA,72425080,DF,9701,,,,,,,,,,
1529,61cafd35f2fe865679f4da00,3117667,1,67,1,ADCMPN,1,1999-04-15,11,1999-04-15,9430800,FAZENDA,PE DE NOGUEIRA,S/N,FAZENDA,ZONA RURAL,45270000,BA,3755,,,,,,"9493600,9499500",,,,
1530,61cafd35f2fe865679f4dd1e,3118905,1,59,1,LIMATUR,1,1999-04-09,11,1999-04-09,5229099,RUA,RIO DE JANEIRO,07,Q 51,JARDIM BRASILIA,65300001,MA,957,,,,,,,,,,
1531,61cafd35f2fe865679f4de3e,94712957,1,4,1,,1,1993-04-29,34,1993-04-29,7490101,RUA,TRIUNFO,1613,,LARANJAL,96090790,RS,8791,,,,,,,,,,
1532,61cafd35f2fe865679f4e110,3120436,1,2,1,,1,1999-04-23,11,1999-04-23,2099199,RODOVIA,BR 285 KM 174,S/N,,DISTRITO INDUSTRIAL,99042800,RS,8785,,,,,,,,,,
1533,61cafd35f2fe865679f4e2e1,3121138,1,37,1,,1,1999-04-28,11,1999-04-28,8299799,RUA,DORA VIVACQUA,19,LOJA 06,JARDIM CAMBURI,29090330,ES,5705,27.0,2230333.0,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
1534,61cafd35f2fe865679f4e39f,40882094,1,94,1,,1,1992-04-02,16,1992-04-02,4755501,RUA,PADRE MUNIZ,110,,SAO JOSE,50020350,PE,2531,,,,,,,,,,
1535,61cafd35f2fe865679f4e4e6,79690889,3,6,2,FARMACIA E DROGARIA MATOS LTDA ME,1,1998-06-26,16,1998-06-26,4771701,RODOVIA,BR 101 KM 437,1320,SALA 04,CENTRO,88960000,SC,8349,,,,,,,,,,
1536,61cafd35f2fe865679f4e7f3,3123120,1,74,1,,1,1999-04-20,11,1999-04-20,5620101,AVENIDA,PRESIDENTE KENNEDY,1500,,RIBEIRANIA,14096350,SP,6969,,,,,,,,,,
1537,61cafd35f2fe865679f4eac8,3124206,1,11,1,,1,1999-04-06,11,1999-04-06,9430800,,AC 40 KM 61 RAMAL LIBERDADE,KM 07,CASA,ZONA RURAL,69928000,AC,151,,,,,,"9493600,9499500",,,,
1538,61cafd35f2fe865679f4ecb5,3124987,1,44,1,,1,1999-03-15,11,1999-03-15,4729699,RUA,CORONEL NOBREGA,33,,QUIMICA,27130130,RJ,5805,,,,,,,,,,
1539,61cafd35f2fe865679f4ed92,78168838,1,86,1,RESTAURANTE MAISON DU MAITRE,1,1979-09-06,16,1979-09-06,8888888,RUA,LAMENHA LINS,203,,CENTRO,80250020,PR,7535,,,,,,,,,,
1540,61cafd35f2fe865679f4ee52,4906017,1,63,1,JO JO DELIVERY,1,2002-02-15,16,2002-02-15,5620104,AVENIDA,PRAIA DE ITAPOAN,S/N,"QD.A2,LOTE16",VILAS DO ATLANTICO,42700130,BA,3685,,,,,,,,,,
1541,61cafd35f2fe865679f4efc4,3126181,1,95,1,,1,1981-01-11,11,1981-01-11,4399103,RUA,MAGALHAES BARATA,1529,,CRESPO,69073280,AM,255,92.0,6244392.0,,,,4330499,,,,
1542,61cafd35f2fe865679f4efe8,3126234,1,78,1,,1,1999-04-23,11,1999-04-23,4711302,RUA,19 DE MARO,SN,,CENTRO,59515000,RN,1615,,,,,,,,,,
1543,61cafd35f2fe865679f4efec,3126244,1,3,1,A.P.M. VICENTE CODAGNONE,1,1999-04-27,11,1999-04-27,9430800,RUA,ROLANDIA,71,,BELA VISTA,84600010,PR,7937,,,,,,"9493600,9499500",,,,
1544,61cafd35f2fe865679f4f064,78179835,1,48,1,,1,1983-10-25,11,1983-10-25,9312300,RUA,BARAO DO RIO BRANCO,1234,,CENTRO,83203340,PR,7745,,,,,,,,,,
1545,61cafd35f2fe865679f4f4e9,1497091,1,85,1,CURSO DE ORGAO ELETRONICO E TECLADO UETA,1,1996-10-24,16,1996-10-24,8593700,RUA,ARICANDUVA,4111,CENTRO COMERC CANAD,CENTRO,87502200,PR,7935,,,,,,,,,,
1546,61cafd35f2fe865679f4f5db,1497431,1,78,1,RANCHO BRASIL,1,1996-10-16,11,1996-10-16,5611201,RUA,ARLINDO EMPKE,127,A,JD VISTA ALEGRE,13190000,SP,6737,,,,,,,,,,
1547,61cafd35f2fe865679f4f698,3128961,1,74,1,ALLIANCE SERVICE,1,1999-04-30,11,1999-04-30,8299799,RUA,MARIA FIGUEIREDO,85,APTO 63,PARAISO,04002000,SP,7107,,,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
1548,61cafd35f2fe865679f4f727,4909690,1,57,1,SMI MANUTENCAO,1,2002-02-07,16,2002-02-07,8299799,TRAVESSA,ALMEIDA SAMPAIO,76,LOJA 04,CENTRO,45300000,BA,3319,,,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
1549,61cafd35f2fe865679f4fc76,3131264,1,72,1,FOUR FAMILY MOVEIS E DECORACOES,1,1999-04-23,11,1999-04-23,4754701,RUA,BOM SUCESSO,434,,TATUAPE,03305000,SP,7107,11.0,2161619.0,,,,,,,,
1550,61cafd35f2fe865679f5021e,3133524,1,49,1,LATICINIOS ALEGRETE,1,1999-04-27,11,1999-04-27,1052000,FAZENDA,ALEGRETE,SN,POV.S.J.DE CARMOPOLIS,ZONA RURAL,35534000,MG,4289,,,,,,,,,,
1551,61cafd35f2fe865679f50765,41030586,1,14,1,RESINEL RESIDUOS DO NORDESTE,1,1992-10-19,16,1992-10-19,4755501,ESTRADA,DA CAIXA DAGUA,511,,CAIXA DAGUA,53220250,PE,2491,,,,,,,,,,
1552,61cafd35f2fe865679f50937,3136312,1,15,1,,1,1999-05-03,34,1999-05-03,7111100,RUA,LONDRINA,412,,CENTRO,86870000,PR,7623,,,,,,,,,,
1553,61cafd35f2fe865679f50b97,3137257,1,88,1,,1,1999-05-04,11,1999-05-04,8112500,RUA,JOAQUIM GONCALVES DA SILVA,285,BLOCO 01,RIO BRANCO,31535055,MG,4123,,,,,,,,,,
1554,61cafd35f2fe865679f5142f,7100794,1,4,1,BIOTEC,1,2004-11-24,16,2004-11-24,4632002,RUA,DINAMARCA,1720-A,,VILA GUARANI,86182040,PR,7471,43.0,99178102.0,43.0,32540209.0,,4623199,,,,
1555,61cafd35f2fe865679f514a0,3140783,1,5,1,,1,1999-05-03,11,1999-05-03,4744005,AVENIDA,SANTA CLARA,13,,SANTA CLARA,28398000,RJ,5881,,,,,,,,,,
1556,61cafd35f2fe865679f517cd,7102366,1,10,1,,1,2004-11-22,11,2004-11-22,4753900,PRACA,OCAPEGUA,71,A,VILA RE,03660060,SP,7107,11.0,69574336.0,,,,4759899,,,,
1557,61cafd35f2fe865679f519de,3142758,1,52,1,,1,1999-05-04,16,1999-05-04,4530701,RUA,FORTUNATO BEBBER,1.213,,SAO CRISTOVAO,85816300,PR,7493,,,,,,,,,,
1558,61cafd35f2fe865679f51a7c,3143011,1,19,1,,1,1999-04-30,11,1999-04-30,8299799,RUA,JOSE MARCOS DE ALBUQUERQUE,44,,PIRITUBA,05171400,SP,7107,,,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
1559,61cafd35f2fe865679f51c8f,82636754,7,92,2,W. BREITKOPF,1,1996-07-17,34,1996-07-17,4511101,RODOVIA,BR 280 KM 53,S/N,,SEDE,89270000,SC,8127,47.0,3261366.0,,,,,,,,
1560,61cafd35f2fe865679f51d24,3144042,1,94,1,,1,1998-12-21,11,1998-12-21,9430800,,FONTE NOVA,S/N,BEIJA FLOR,CAICARINHA,63957000,CE,993,,,,,,"9493600,9499500",,,,
1561,61cafd35f2fe865679f52728,3147864,1,29,1,MALAKI,1,1998-07-08,11,1998-07-08,6462000,RUA,REPUBLICA DO LIBANO,251,CONJUNTO 232,JARDIM SAO LUIZ,06502340,SP,7047,11.0,8327755.0,11.0,8327755.0,,,,,,
1562,61cafd35f2fe865679f52c70,3149909,1,2,1,,1,1999-04-23,11,1999-04-23,6630400,RUA,RAUL POMPEIA,43,SALA 203,SAO PEDRO,30330080,MG,4123,,,,,,,,,,
1563,61cafd35f2fe865679f52cff,3150132,1,98,1,ATACADO NEVES,1,1999-05-05,11,1999-05-05,4639701,RUA,PRIMEIRO DE MARCO,3235,SALA 02,CENTRO,97800000,RS,8881,55.0,3522115.0,,,,4637199,,,,
1564,61cafd35f2fe865679f530cb,3151617,1,4,1,MILLENIUM INFORMATICA,1,1999-05-10,11,1999-05-10,4751201,RUA,ALMIRANTE BARROSO,1942,,CENTRO,96010280,RS,8791,532.0,276620.0,,,,,,,,
1565,61cafd35f2fe865679f532ed,3152463,1,67,1,MECAUTO MECANICA DE AUTOMOVEIS,1,1999-05-06,11,1999-05-06,4520001,,QNN 08 CONJUNTO H LOTE,18,,CEILANDIA,72220080,DF,9701,61.0,3766215.0,,,,"4520002,4520003,4520004",,,,
1566,61cafd35f2fe865679f5345c,7114665,1,75,1,MAGNUM VIGILANCIA,1,2004-12-02,16,2004-12-02,8011101,RUA,CASTRO LEAO,158,A,MADALENA,50610600,PE,2531,81.0,32272636.0,81.0,32272636.0,,8020001,,,,
1567,61cafd35f2fe865679f53d2a,3156705,1,90,1,,1,1998-11-30,11,1998-11-30,4712100,RUA,DOCA REGO,SN,,CENTRO,62785000,CE,1231,,,,,,,,,,
1568,61cafd35f2fe865679f53d54,3156729,1,40,1,,1,1999-05-12,11,1999-05-12,7119799,RUA,CARINHANHA,950,,MAGALHAES BASTOS,21750160,RJ,6001,,,,,,7119704,,,,
1569,61cafd35f2fe865679f53fa9,3157598,1,15,1,ASCOUV,1,1998-09-09,11,1998-09-09,9430800,,COMUNIDADE DE BREJAO,S/N,COMUNIDADE/MIRAVANIA,ZONA RURAL,39465000,MG,652,38.0,6158100.0,38.0,6158100.0,,"9493600,9499500",,,,
1570,61cafd35f2fe865679f54088,3157968,1,14,1,AFEYB,1,1997-09-23,11,1997-09-23,9430800,RUA,DR. AMADEU DA LUZ,100,SALA 801,CENTRO,89010160,SC,8047,47.0,3227617.0,47.0,3222508.0,,"9493600,9499500",,,,
1571,61cafd35f2fe865679f54167,3158330,1,6,1,,1,1999-05-18,11,1999-05-18,4742300,RUA,FREDERICO CAMPOS,245,A,N.SRA DE FATIMA,75701410,GO,9301,62.0,4412728.0,,,,,,,,
1572,61cafd35f2fe865679f54410,3159470,1,90,1,,1,1999-05-14,11,1999-05-14,4520001,RUA,CASSEMIRO DIAS,793,,VILA OCIDENTAL,19015250,SP,6929,,,,,,"4520002,4520003,4520004",,,,
1573,61cafd35f2fe865679f5466c,3160532,1,84,1,,1,1999-05-19,11,1999-05-19,9430800,,COMUNIDADE DE MANDACAIA,S/N,CASA,MANDACAIA,46200000,BA,3473,77.0,4452212.0,77.0,4452212.0,,"9493600,9499500",,,,
1574,61cafd35f2fe865679f54675,3160557,1,88,1,,1,1999-05-20,11,1999-05-20,6622300,AVENIDA,NOSSA S. DA PENHA,699,6 AND. S 615 TORRE B,PRAIA DO CANTO,29055131,ES,5705,27.0,3456385.0,,,,,,,,
1575,61cafd35f2fe865679f546e7,22860340,1,25,1,CODEJIPA,1,1992-09-24,11,1992-09-24,4120400,AVENIDA,MARECHAL RONDON,SN,2749,CENTRO,78964460,RO,5,,,,,,4299501,,,,
1576,61cafd35f2fe865679f548de,3161653,1,40,1,,1,1999-04-27,11,1999-04-27,6810202,RUA,CORONEL SARMENTO,1655,,CENTRO,94010030,RS,8683,,,,,,,,,,
1577,61cafd35f2fe865679f54b5b,3162735,1,0,1,,1,1999-01-22,11,1999-01-22,4299599,RUA,DEZOITO,132,,JD PRIMAVERA,33805970,MG,5091,31.0,2722213.0,,,,4399199,,,,
1578,61cafd35f2fe865679f558cf,78618162,1,85,1,M M PAPEIS DE LUXO,1,1984-11-21,34,1984-11-21,4761001,RUA,JARAGUA,S/N,,ILHA DA FIGUEIRA,89260160,SC,8175,,,,,,,,,,
1579,61cafd35f2fe865679f55a6f,78626256,1,4,1,,1,1984-11-09,11,1984-11-09,8112500,RUA,TEN SILVEIRA,124,,CENTRO,88010300,SC,8105,,,,,,,,,,
1580,61cafd35f2fe865679f55ba0,3169870,1,87,1,JOAO E MARIA,1,1999-05-17,11,1999-05-17,4781400,RUA,CANTIDIO R.DE ALMEIDA,168,CASA,CENTRO,99680000,RS,8613,,,,,,,,,,
1581,61cafd35f2fe865679f55bd0,3169947,1,19,1,CONFECCOES CLARA,1,1999-05-17,11,1999-05-17,4755501,RUA,FLORENTINO SUCHLA,658,SALA,JARDIM YPE,83055050,PR,7885,,,,,,,,,,
1582,61cafd35f2fe865679f55cf3,1534987,1,97,1,PROTEPLAN,1,1996-11-14,16,1996-11-14,7112000,RUA,INACIO PEREIRA DA ROCHA,600,,PINHEIROS,05432011,SP,7107,,,,,,,,,,
1583,61cafd35f2fe865679f56501,3174104,1,0,1,,1,1999-05-18,11,1999-05-18,9430800,RUA,VICENTE LEITE,SN,,VILA ALTA,63119130,CE,1385,,,,,,"9493600,9499500",,,,
1584,61cafd35f2fe865679f5699e,3176188,1,11,1,NADE PROMOCOES E EVENTOS LTDA ME,1,1999-05-25,11,1999-05-25,9319199,RUA,ARARIBOIA,621,CASA,CENTRO,29100340,ES,5703,,,,,,,,,,
1585,61cafd35f2fe865679f56b72,41470725,1,20,1,CANTO DO OLHO,1,1992-02-09,16,1992-02-09,4774100,RUA,AFOGADOS,434,A,CENTRO,65010020,MA,921,,,,,,,,,,
1586,61cafd35f2fe865679f56f60,1542203,1,72,1,APRUMSAJOR,1,1996-11-20,11,1996-11-20,9430800,RUA,DAS FLORES,511,,VILA ROSEANA SARNEY,65110000,MA,889,,,,,,"9493600,9499500",,,,
1587,61cafd35f2fe865679f57075,60117017,1,55,1,DALLAS VIDEO CLUBE,1,1991-02-25,34,1991-02-25,7490101,RUA,OSWALDO P.NASCIMENTO,34,,JD RODRIGUES,18110008,SP,7243,,,,,,,,,,
1588,61cafd35f2fe865679f570c3,60118627,1,73,1,,1,1991-05-02,34,1991-05-02,4330402,RUA,HENRIQUE FIORI,156,,VILA FIORI,18017013,SP,7145,,,,,,,,,,
1589,61cafd35f2fe865679f57156,3179718,1,85,1,CHAMA ATIVA,1,1999-05-14,11,1999-05-14,4784900,AVENIDA,MAL.  FLORIANO  PEIXOTO,728,,BARRINHA,96170000,RS,8879,532.0,512448.0,,,,,,,,
1590,61cafd35f2fe865679f57410,3180977,1,26,1,,1,1999-01-20,11,1999-01-20,4772500,RUA,OSCAR JONHSON,373,L-1,CENTRO,13870672,SP,7083,,,,,,,,,,
1591,61cafd35f2fe865679f574f2,3181370,1,60,1,,1,1999-04-20,11,1999-04-20,4110700,RUA,PROFESSOR OTHON PARAISO,360,SALA 05,TORREAO,52030250,PE,2531,,,,,,,,,,
1592,61cafd35f2fe865679f5773b,1545299,1,22,1,P R H C INDUSTRIA E COMERCIO DE CONFECCOES,1,1996-11-14,16,1996-11-14,1412601,RUA,TRES,21,CONJ SITIO CORREGO,MONDUBIM,60762665,CE,1389,,,,,,1412603,,,,
1593,61cafd35f2fe865679f5777b,3182489,1,58,1,ZUMMCAR,1,1998-10-26,11,1998-10-26,4520001,RUA,"CHILE, EDF SULAMERICA",18,SALA 805,CENTRO,40301155,BA,3849,71.0,9814854.0,,,claudia@e-net.com.br,"4520002,4520003,4520004",,,,
1594,61cafd35f2fe865679f57b1c,3184120,1,84,1,ESCOLA FRANCISCO CARDOSO FERREIRA LIMA,1,1999-05-25,11,1999-05-25,9430800,RUA,ELPIDIO MARQUES,S/N,,BAIRRO DA RODAGEM,62140000,CE,1461,,,,,,"9493600,9499500",,,,
1595,61cafd35f2fe865679f57cc0,1547418,1,86,1,,1,1996-11-22,11,1996-11-22,1531901,RUA,MARIZE BARROS,1252,TERREO,CENTRO,97770000,RS,7381,,,,,,1540800,,,,
1596,61cafd35f2fe865679f57fff,3186275,1,50,1,UEX'S CONCEICAO DO NASCIMENTO,1,1999-05-25,11,1999-05-25,8513900,RUA,DA PAZ,S/N,PREDIO,ENCARNACAO,44450000,BA,3847,,,,,,,,,,
1597,61cafd35f2fe865679f58036,3186359,1,93,1,FAZENDA TRES IRMAOS,1,1999-05-27,11,1999-05-27,162899,RUA,JAVAES,421,,CENTRO,76100000,GO,9599,62.0,6711023.0,62.0,6011288.0,,9319199,,,,
1598,61cafd35f2fe865679f58126,23166408,1,33,1,,1,1987-09-03,34,1987-09-03,8888888,PRACA,SAO JOAQUIM,S/N,,CENTRO,39520000,MG,5043,,,,,,,,,,
1599,61cafd35f2fe865679f585b9,78821717,1,91,1,,1,1985-06-12,34,1985-06-12,9529102,,ETR  JARAGUA ESQUERDO,SN,,JARAGUA ESQUERDO,89260160,SC,8175,,,,,,,,,,
1600,61cafd35f2fe865679f586ef,41591579,1,91,1,,1,1992-08-18,16,1992-08-18,8888888,RODOVIA,ESTRADA DO JOSE WALTER,60,,JOSE WALTER,60191070,CE,1389,,,,,,,,,,
1601,61cafd35f2fe865679f5887a,78833555,1,1,1,,1,1985-05-02,34,1985-05-02,8888888,RUA,CHILE,SN,,CENTRO,89255014,SC,8175,,,,,,,,,,
1602,61cafd35f2fe865679f58dc1,41622630,1,85,1,PRO FARMA,1,1992-10-19,16,1992-10-19,4771701,RUA,DEZ QUADRA VINTE UM,05,CASA 55,COHATRAC III,65099110,MA,921,,,,,,,,,,
1603,61cafd35f2fe865679f58e1a,78858305,1,26,1,REPRESENTACAO 4R,1,1985-07-03,34,1985-07-03,8888888,,ETR  ANO BOM,SN,,ANO BOM,89280001,SC,8087,,,,,,,,,,
1604,61cafd35f2fe865679f58e8a,3192429,1,16,1,,1,1998-04-17,11,1998-04-17,9430800,RUA,ANDRE JERONIMO,S/N,URUAU,SUCATINGA,62840000,CE,1343,,,,,,"9493600,9499500",,,,
1605,61cafd35f2fe865679f591bc,41640764,1,29,1,,1,1993-02-05,16,1993-02-05,4712100,RUA,JOAO LUCENA,233,,CENTRO,63260000,CE,1349,,,,,,,,,,
1606,61cafd35f2fe865679f59204,78875747,1,80,1,BAR E LANCHONETE ESPERANCA,1,1985-08-27,11,1985-08-27,5611203,RUA,JOSE FRANCISCO VITOR,SN,,BARRA,88330003,SC,8039,,,,,,,,,,
1607,61cafd35f2fe865679f59317,3194383,1,74,1,MERCOSUL CD'S,1,1999-05-18,11,1999-05-18,4762800,AVENIDA,GETULIO VARGAS,1902,SALA 02,CENTRO,97700000,RS,8851,,,,,,,,,,
1608,61cafd35f2fe865679f59815,6380595,1,34,1,,1,2004-07-14,11,2004-07-14,9492800,RUA,GOVERNADOR VALADARES,4,,CENTRO,37466000,MG,4659,,,,,,,,,,
1609,61cafd35f2fe865679f59a88,3197550,1,30,1,P.H.P. INFORMATICA,1,1998-07-09,11,1998-07-09,4751201,RUA,GENERAL ANDREA,16,1 ANDAR S/ 3,MARES,40445210,BA,3849,,,,,,,,,,
1610,61cafd35f2fe865679f59c66,3198354,1,80,1,,1,1999-05-27,11,1999-05-27,4789099,AVENIDA,PENETRAACAO,168,QD. G,JORGE TEIXEIRA,69088000,AM,255,,,,,,,,,,
1611,61cafd35f2fe865679f5a14c,1561549,1,18,1,CCAA,1,1995-11-06,11,1995-11-06,8541400,AVENIDA,SANTANA,408,2.ANDAR,CENTRO,46400000,BA,3403,,,,,,,,,,
1612,61cafd35f2fe865679f5a1b6,3200703,1,51,1,,1,1999-06-04,11,1999-06-04,4619200,AVENIDA,BRASILIA,1958,A,MARACANA,35715000,MG,5071,,,,,,,,,,
1613,61cafd35f2fe865679f5a664,3202852,1,50,1,DEPOSITO DE BEBIDAS VITORIA,1,1999-05-17,11,1999-05-17,4723700,RUA,M,85,CONJ EXPEDICIONARIOS,ITAPERI,60411136,CE,1389,,,,,,,,,,
1614,61cafd35f2fe865679f5a78f,3203371,1,69,1,BRISA FLORES,1,1999-05-17,11,1999-05-17,4789002,RUA,GOVERNADOR JORGE LACERDA,1298,,CENTRO,88750000,SC,8053,,,,,,,,,,
1615,61cafd35f2fe865679f5a7cb,3203462,1,2,1,,1,1999-05-27,11,1999-05-27,9430800,PRACA,CONEGO CESARIO,203,,CENTRO,39740000,MG,4559,,,,,,"9493600,9499500",,,,
1616,61cafd35f2fe865679f5aa0c,1564968,1,3,1,NOIVAS & NOIVOS,1,1996-12-03,11,1996-12-03,1411801,RUA,EXP BRASILEIRO,207,,CENTRO,57306000,AL,2705,,,,,,"1411802,1412601",,,,
1617,61cafd35f2fe865679f5abed,3205316,1,8,1,MINISHOP POSTO BRASIL,1,1999-06-02,11,1999-06-02,4729699,AVENIDA,ITABUNA,534,TERREO,CENTRO,45653160,BA,3573,73.0,6341184.0,73.0,6341184.0,,,,,,
1618,61cafd35f2fe865679f5afb1,3207053,1,76,1,,1,1999-05-28,11,1999-05-28,4615000,PRACA,DO ROSARIO,61,,ROSARIO,36180000,MG,5115,32.0,5712063.0,,,,,,,,
1619,61cafd35f2fe865679f5b01e,3207276,1,33,1,CHOPAO,1,1999-05-06,11,1999-05-06,4723700,RUA,BENTO ALEXANDRE DOS SANTOS,520,,CENTRO,78280000,MT,9177,65.0,2412299.0,0.0,0.0,,,,,,
1620,61cafd35f2fe865679f5b0d9,1567704,1,3,1,LAVANDERIA LORENA,1,1996-11-19,11,1996-11-19,9601701,TRAVESSA,SAMBURA,708,SALA 01,CABELEIRA,97670000,RS,8863,,,,,,9601702,,,,
1621,61cafd35f2fe865679f5b8b8,3211228,1,19,1,,1,1999-06-02,11,1999-06-02,4781400,AVENIDA,JACOB MACANHAN,468,LOJA 89,VL EMILIANO PERNETA,83326000,PR,5453,41.0,2631456.0,41.0,2631456.0,,,,,,
1622,61cafd35f2fe865679f5b916,3211391,1,81,1,DINA HOLANDA FEITOSA CABELEIREIROS,1,1999-06-10,11,1999-06-10,9602501,RUA,TOMAS POMPEU,545,,MEIRELES,60160080,CE,1389,85.0,9970521.0,,,,,,,,
1623,61cafd35f2fe865679f5bbdc,1572083,1,56,1,MODELLE CENTER,1,1996-12-06,11,1996-12-06,9602501,RUA,REAL DA TORRE,868,,MADALENA,50710100,PE,2531,,,,,,,,,,
1624,61cafd35f2fe865679f5bce2,3213184,1,66,1,PANIFICADORA POPULAR,1,1999-06-09,11,1999-06-09,1091101,AVENIDA,PRINCESAIZABEL,1719,,CENTRO,68925001,AP,615,,,,,,,,,,
1625,61cafd35f2fe865679f5bf6b,3214344,1,91,1,MERCEARIA ELSHADAY,1,1999-06-09,11,1999-06-09,4712100,RUA,JOAO TINOCO,449,,OLAVO OLIVEIRA,60351090,CE,1389,,,,,,,,,,
1626,61cafd35f2fe865679f5c3a2,3216286,1,35,1,ANTARES SERVICOS GRAFICOS,1,1999-04-23,11,1999-04-23,5829800,RUA,BENJAMIN CONSTANT,915,D,MARIA GORETTI,89801071,SC,8081,,,,,,"1741902,5819100",,,,
1627,61cafd35f2fe865679f5c631,23486640,1,59,1,,1,1988-07-21,34,1988-07-21,8888888,RUA,PROFESSOR COSTA MENDES,205,,MONTESE,60416200,CE,1389,,,,,,,,,,
1628,61cafd35f2fe865679f5cb97,23511231,1,65,1,,1,1988-06-21,16,1988-06-21,4781400,AVENIDA,PRES VARGAS,367,,CENTRO,64430000,PI,1209,,,,,,,,,,
1629,61cafd35f2fe865679f5cbee,60541554,1,28,1,,1,1991-07-19,11,1991-07-19,8112500,RUA,PEDRO POMPONAZZI,29,,VILA MARIANA,04115000,SP,7107,,,,,,,,,,
1630,61cafd35f2fe865679f5cf56,1579737,1,73,1,,1,1996-11-20,16,1996-11-20,4618499,AVENIDA,PRES ARTHUR S BERNARDES,1992,,PORTAO,80320300,PR,7535,,,,,,"4618401,4618402,4618403",,,,
